title,post_id,url,index
ผู้ตรวจฯกระทรวงแรงงานพร้อมผู้ตรวจฯกรม ตรวจราชการติดตามความก้าวหน้าภารกิจ'แรงงาน''กาญจนบุรี',1969,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1969&action=edit,0
สมาร์ทเลเบอร์ (SMART LABOUR) แอปพลิเคชั่นบริการด้านแรงงานทุกที่ ทุกเวลา ตอบสนองคนทำงานยุคดิจิทัล,1970,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1970&action=edit,1
หน่วยสังกัดกระทรวงแรงงานแรงงาน จังหวัดกาญจนบุรี เข้าร่วมโครงการ “เทิดทูนสถาบันสำคัญของชาติเพื่อเสริมสร้างความสมานฉันท์ ประจำปี 2553 จังหวัดกาญจนบุรี,2053,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2053&action=edit,2
ประชุมการตรวจราชการหน่วยงานในสังกัดกระทรวงแรงงาน โดย ม.ล.ปุณฑริก สมิติ ผู้ตรวจราชการกระทรวงแรงงาน,2054,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2054&action=edit,3
อบรมอาสาสมัครแรงงานโครงการบูรณาการบริหารแรงงานต่างด้าวจังหวัดกาญจนบุรี,2055,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2055&action=edit,4
สำนักงานแรงงานจังหวัดกาญจนบุรี ร่วมกิจกรรมโครงการเคลื่อนที่,2056,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2056&action=edit,5
สำนักงานแรงงานจังหวัดกาญจนบุรี ประชุมคณะอนุกรรมการพิจารณาอัตราค่าจ้างขั้นต่ำ,2057,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2057&action=edit,6
แรงงานจังหวัดกาญจนบุรี ร่วมเป็นเกียรติในงานวันแห่งครอบครัวและโครงการรณรงค์ยุติความรุนแรงต่อเด็ก สตรี และครอบครัวจังหวัดกาญจนบุรี,2058,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2058&action=edit,7
กิจกรรมตามโครงการจ้างงาน เร่งด่วนและพัฒนาทักษะฝีมือ เพื่อบรรเทาความเดือดร้อนด้านอาชีพ,2059,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2059&action=edit,8
ประชุมขับเคลื่อนงานแรงงานนอกระบบ สู่การยกระดับรายได้ให้ได้รับสวัสดิการ และการคุ้มครอง,2060,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2060&action=edit,9
อาสาสมัครแรงงาน ร่วมใจ สร้างภูมิคุ้มกันยาเสพติดให้สถานประกอบการ,2061,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2061&action=edit,10
"5 หน่วยงานกระทรวงแรงงานกาญจนบุรีให้บริการ""จังหวัดเคลื่อนที่""",2062,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2062&action=edit,11
เปิดโครงการเสริมสร้างการเรียนรู้ก่อนเข้าสู่ตลาดแรงงานในภาคอุตสาหกรรมการท่องเที่ยว,2063,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2063&action=edit,12
ประชุมอนุกรรมการพิจารณาค่าจ้างขั้นต่ำ จังหวัดกาญจนบุรี,2064,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2064&action=edit,13
เตรียม'คนทำงาน' ตอบโจทย์ไทยแลนด์4.0 'กาญจนบุรี',2072,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2072&action=edit,14
รายงานสถานการณ์แรงงานจังหวัดกาญจนบุรีไตรมาส 3 ปี 2558,2340,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2340&action=edit,15
รายงานสถานการณ์แรงงานจังหวัดกาญจนุบรีไตรมาส 2 ปี 2558,2341,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2341&action=edit,16
รายงานสถานการณ์แรงงานจังหวัดกาญจนุบรีไตรมาส 1 ปี 2558,2342,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2342&action=edit,17
รายงานสถานการณ์แรงงานจังหวัดกาญจนบุรี ไตรมาส 4/2558,2343,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2343&action=edit,18
รายงานสถานการณ์แรงงานจังหวัดกาญจนบุรี  รายปี 2558,2344,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2344&action=edit,19
กฎหมายน่ารู้ โทษนายจ้าง/ต่างด้าว ผิดกฎหมาย,1971,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1971&action=edit,20
ให้ต่างด้าวสัญชาติเมียนมา ลาว และกัมพูชา ที่เคยมีใบอนุญาตทำงาน 2 กลุ่ม มารายงานตัว ทำบัตรใหม่ภายใน 120 วัน ระหว่างวันที่ 1 เม.ย. – 29 ก.ค.,1972,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1972&action=edit,21
ช่างไฟฟ้าภายในอาคาร ต้องมีหนังสือรับรองความรู้ ความสามารถ จึงจะดำเนินการได้ ซึ่งมีผลบังคับใช้ตั้งแต่ วันที่ 26 ตุลาคม 2559 เป็นต้นไป,1973,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1973&action=edit,22
"เชิญร่วมงาน""รวมพลังประชารัฐ สาน  สร้าง  เสริมสุขแรงงานไทย ก้าวไกลสู่มาตรฐานฝีมือ""",1974,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1974&action=edit,23
สำนักงานแรงงานจังหวัดกาญจนบุรี จัดโครงการ “รวมพลังประชารัฐ สาน สร้าง เสริมสุข แรงงานไทยฯ” ก้าวไกลสู่มาตรฐานฝีมือ,1975,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1975&action=edit,24
รมว.แรงงาน ลงพื้นที่กาญจนบุรี รับฟังปัญหาทุกภาคส่วน พร้อมติดตามความก้าวหน้า ‘เศรษฐกิจพิเศษ-พุน้ำร้อน’,1976,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1976&action=edit,25
ศูนย์พัฒนาฝีมือเเรงงานฯ เร่ง สร้างการรับรู้ผู้ประกอบการ  26 ตุลาคม 2559 ช่างเดินไฟฟ้าในอาคาร ต้องมีใบรับรอง,2065,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2065&action=edit,26
ส่วนราชการกระทรวงแรงงานจัดขบวนแห่ ร่วมในงานประเพณีสงกรานต์,2066,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2066&action=edit,27
ประชุมคณะอนุกรรมการพิจารณาอัตราค่าจ้าง ขั้นต่ำจังหวัดกาญจนบุรี ครั้งที่ 3/2559,2067,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2067&action=edit,28
หน่วยงานในสังกัดกระทรวงแรงงานบูรณาการตรวจป้องกันค้ามนุษย์,2068,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2068&action=edit,29
หน่วยงานสังกัดกระทรวงแรงงานร่วมจุดเทียนถวายพระพรชัยมงคลสมเด็จพระนางเจ้าสิริกิติ์ พระบรมราชินีนาถ เนื่องในโอกาสวันเฉลิมพระชนมพรรษา 12 สิงหามหาราชินี,2069,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2069&action=edit,30
สำนักงานแรงงานร่วมตรวจติดตามโครงการตามแผนพัฒนาอาชีพเะกษตรฯ อ.ไทรโยค,2070,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2070&action=edit,31
แรงงานร่วมตำรวจ 'ปล่อยแถว' ตรวจค้น 'ค้ามนุษย์',2071,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2071&action=edit,32
จังหวัดเคลื่อนที่ 'หนองปรือ' กาญจนบุรี,2073,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2073&action=edit,33
ส่วนราชการสังกัดกระทรวงแรงงานจังหวัดกาญจนบุรี สวดมนต์เจริญจิตภาวนาเฉลิมพระเกียรติฯ,2074,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2074&action=edit,34
หน่วยงานสังกัดกระทรวงแรงงาน จ.กาญจนบุรี ประชุมเตรียมรองรับการตรวจราชการฯ,2075,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2075&action=edit,35
ขอเชิญประชาชนที่สนใจร่วมเชียร์การประกวดแตรวงรอบคัดเลือก,2076,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2076&action=edit,36
"ประชุมอนุกรรมการ ""กพร.ปจ"" ตอบโจทย์กำลังคน 3 อุตสาหกรรมหลัก จังหวัดกาญจนบุรี",2077,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2077&action=edit,37
รายงานสถานการณ์แรงงานจังหวัดกาญจนบุรี ไตรมาส 1/2559,2345,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2345&action=edit,38
รายงานสถานการณ์แรงงานจังหวัดกาญจนบุรี ไตรมาส 2/2559,2346,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2346&action=edit,39
ขอเชิญประชาชนที่สนใจร่วมเชียร์การประกวดแตรวงรอบคัดเลือก,1977,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1977&action=edit,40
ผู้ตรวจนำคณะ 'ตรวจรอบ3' กาญจนบุรี,1978,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1978&action=edit,41
หน่วยงานในสังกัดกระทรวงแรงงาน ร่วมงาน ถนนเด็กเดิน ปีที่ 7,1979,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1979&action=edit,42
หน่วยงาน ก.แรงงาน เฝ้ารับเสด็จทูลกระหม่อมหญิงอุบลรัตนราชกัญญา สิริวัฒนาพรรณวดี ในโอกาสทรงเสด็จเยี่ยมและติดตาม ผลการดำเนินงานโครงการทูบีนัมเบอร์วัน,1980,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1980&action=edit,43
ตำแหน่งงานว่าง สำนักงานจัดหางานจังหวัดกาญจนบุรี,1981,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1981&action=edit,44
ประชุมหัวหน้าส่วนราชการ สังกัดกระทรวงแรงงานประจำเดือนกันยายน 2559,2078,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2078&action=edit,45
สำนักงานสรรพสามิตร่วมกับสำนักงานแรงงานจังหวัดกาญจนบุรีร่วมออกตรวจสถานที่ทำสุรากลั่นชุมชนในเขตอำเภอท่าม่วง,2079,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2079&action=edit,46
ส่วนราชการกระทรวงแรงงาน ลงนาม ร่วมสร้าง จังหวัดกาญจนบุรี ในสะอาด,2080,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2080&action=edit,47
หัวหน้าส่วนราชการสังกัดกระทรวงแรงงานประชุมเพื้่อรองรับการตรวจราชการรอบที่3,2081,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2081&action=edit,48
แรงงานจังหวัดกาญจนบุรี ร่วมงาน 'ตลาดต้องชม'ตลาดไทย ตลาดธรรม,2082,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2082&action=edit,49
หัวหน้าส่วนราชการสังกัดกระทรวงแรงงานร่วมพิธีเจริญพระพุทธมนต์,2083,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2083&action=edit,50
ผู้ว่าราชการจังหวัดนำหัวหน้าส่วนราชการ รัฐวิสาหกิจ ข้าราชการตำรวจ ทหาร พนักงาานและเจ้าหน้าที่ เข้าร่วมพิธีลงนามถวายอาลัยและถวายน้ำสรงพระบรมศพ,2084,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2084&action=edit,51
ผู้ว่าราชการจังหวัดเป็นประธานในพิธีถวายความอาลัยเบื้องหน้าพระบมฉายาลักษณ์,2085,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2085&action=edit,52
ผู้ว่าราชการจังหวัดกาญจนบุรี  เป็นประธานในพิธีบำเพ็ญกุศลสวดพระอภิธรรม ถวายพระบรมศพ ณ วัดไชยชุมพลชนะสงคราม อำเภอเมือง จังหวัดกาญจนบุรี,2086,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2086&action=edit,53
สำนักงานแรงงานจังหวัดกาญจนบุรี ร่วมกันจัดทำริ้บบิ้นดำ ไว้ทุกข์ถวายอาลัยแด่พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช,2087,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2087&action=edit,54
บำเพ็ญกุศลสวดอภิธรรมถวายพระบรมศพพระบาทสมเด็จพระปรมินทร มหาภูมิพลอดุลยเดช ณ วัดพระแท่นดงรังวรวิหาร,2088,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2088&action=edit,55
5 หน่วย แรงงาน กาญจนบุรีร่วมจังหวัดเคลื่อนที่มอบเข็มกลัดริบบิ้นให้ผู้ว่าราชการจังหวัดแจกประชาชน,2089,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2089&action=edit,56
พิธีบำเพ็ญกุศลปัณรสมวารเพื่อถวายเป็นพระราชกุศลพระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช,2090,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2090&action=edit,57
ร.พ มะการักษ์ประกาศรับสมัครสอบคัดเลือกบุคคลเพื่อบรรจุเป็นลูกจ้างชั่วคราว,2337,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2337&action=edit,58
รับสมัครคัดเลือกบุคคลเพื่อจัดจ้างเจ้าหน้าที่ประสานงานด้านการสื่อสารภาษา (ล่าม),2338,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2338&action=edit,59
ประชุมคณะกรรมการศูนย์ช่วยเหลือผู้ประสบภัยธรรมชาติ,1982,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1982&action=edit,60
เปิดงานกาชาดรวมใจแสดงความอาลัยด้วยใจภักดี,1983,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1983&action=edit,61
"ประชุมอาสาสมัครแรงงาน ขับเคลื่อนภารกิจ""แรงงาน"" ในระดับพื้นที่",1984,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1984&action=edit,62
มหกรรมศิลปินกาญจนบุรี รวมใจแสดงความอาลัยพ่อหลวง,1985,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1985&action=edit,63
บำเพ็ญกุศลถวายเนื่องในวันคล้ายวันพระบรมราชสมภพ,1986,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1986&action=edit,64
วันต่อต้านคอร์รัปชันสากล (ประเทศไทย),1987,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1987&action=edit,65
งานกาชาดกาญจนบุรี,1988,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1988&action=edit,66
ประชุมคณะอนุกรรมการประกันสังคม จ.กาญจนบุรี,1989,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1989&action=edit,67
"หน่วยงาน แรงงาน กาญจนบุรี มอบเข็มกลัดริบบิ้นดำ 1,700 ชิ้น ให้ผู้ว่าราชการจังหวัดแจกจ่ายประชาชน",2091,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2091&action=edit,68
ประชุมส่วนราชการและนายอำเภอครั้งที่ 10/2559,2092,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2092&action=edit,69
แรงงาน สถานพินิจฯ ร่วมจัดทำเข็มกลัดริบบิ้น,2093,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2093&action=edit,70
ส่วนราชการ กระทรวงแรงงาน กาญจนบุรี ร่วมเป็น เจ้าภาพพิธีบำเพ็ญกุศลสวดพระอภิธรรม,2094,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2094&action=edit,71
ส่วนราชการ กระทรวงแรงงาน กาญจนบุรี ร่วมเป็น เจ้าภาพพิธีบำเพ็ญกุศลสวดพระอภิธรรม,2095,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2095&action=edit,72
ส่วนราชการ กระทรวงแรงงาน จัดพิธีบำเพ็ญกุศล ถวายภัตตาหารเช้า,2096,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2096&action=edit,73
แรงงาน กอ.รมน. ตรวจสถานประกอบการ ปศุสัตว์ ไก่,2097,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2097&action=edit,74
บูรณาการตรวจแรงงานต่างด้าวแย่งอาชีพคนไทย,2098,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2098&action=edit,75
ศูนย์พัฒน์ ม.ราชภัฏกาญจนบุรี สร้างคนโลจิสติกส์,2099,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2099&action=edit,76
แรงงานร่วมประชุม คณะทำงานบริหารการจัดเก็บข้อมูล จปฐและ กชช.2 ค,2100,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2100&action=edit,77
หน่วยงานสังกัด กระทรวงแรงงาน รับมอบนโยบายผู้ว่าราชการจังหวัดเร่งรัดการใช้จ่ายงบประมาณ,2101,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2101&action=edit,78
ออกกำลังกายเพื่อสุขภาพที่ดี,2102,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2102&action=edit,79
กอ.รมน. แรงงาน บูรณาการตรวจ การแย่งอาชีพคนไทย,1990,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1990&action=edit,80
"แรงงาน ฝึกทำ ""ของชำร่วยปีใหม่"" โครงการสาน สร้าง เสริมสุขแรงงานไทย",1991,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1991&action=edit,81
ตรวจติดตาม โครงการยกระดับศักยภาพหมู่บ้าน,1992,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1992&action=edit,82
ฝึกอาชีพ บริการตัดผมชาย สานสร้างเสริมสุข,1993,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1993&action=edit,83
ตรวจบูรณาการ ค้ามนุษย์ด้านแรงงาน,1994,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1994&action=edit,84
ตรวจบูรณาการแย่งอาชีพคนไทย,1995,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1995&action=edit,85
หน่วยงานกระทรวงแรงงาน เป็นคณะทำงานรณรงค์ ป้องกันอุบัติเหตุทางถนน ณ จุดตรวจ อ. ห้วยกระเจา,1996,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1996&action=edit,86
สุขภาพแข็งแรง เริ่มแรกออกกำลังกาย,1997,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1997&action=edit,87
สวัสดีปีใหม่ 2560,1998,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1998&action=edit,88
ประชุมหัวหน้าส่วนราชการสังกัดกระทรวงแรงงาน จังหวัดกาญจนบุรี,1999,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=1999&action=edit,89
ประชุมแผนยุทธศาสตร์ อุตสาหกรรม,2000,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2000&action=edit,90
ตรวจบูรณาการ ป้องกันการค้ามนุษย์ด้านแรงงาน,2001,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2001&action=edit,91
ตรวจบูรณาการ แรงงานต่างด้าวทำงานในอาชีพ,2002,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2002&action=edit,92
แรงงานร่วม อสร.จัดกิจกรรม รวมพลังแห่งความภักดี,2003,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2003&action=edit,93
วันพ่อขุนรามคำแหง,2004,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2004&action=edit,94
ประชุมเชิงปฏิบัติการ จัดทำแผนยุทธศาสตร์ด้านแรงงาน,2005,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2005&action=edit,95
วันยุทธหัตถี กาญจนบุรี,2006,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2006&action=edit,96
พิธีกระทำสัตย์ปฏิญาณตนต่อธงชัยเฉลิมพล,2007,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2007&action=edit,97
อบรมเครือข่ายการป้องกันและแก้ไขปัญหาภัยคุกคามด้านผู้หลบหนีเข้าเมืองผิดกฎหมาย,2008,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2008&action=edit,98
ติดตามสถานการณ์แรงงานต่างด้าว,2009,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2009&action=edit,99
กอ.รมน. แรงงาน บูรณาการตรวจ การแย่งอาชีพคนไทย,2010,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2010&action=edit,100
จัดประชุม แรงงานนอกระบบ,2011,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2011&action=edit,101
ออกกำลังทุกวันพุธ,2012,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2012&action=edit,102
โครงการจังหวัดเคลื่อนที่ อ.ศรีสวัสดิ์ จ.กาญจนบุรี,2013,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2013&action=edit,103
ใช้แรงงานเด็กผิดกฎหมาย มีโทษหนัก,2014,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2014&action=edit,104
"ตรวจติดตาม โครงการหมู่บ้านละ 250,000 อำเภอทองผาภูมิ",2015,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2015&action=edit,105
5 หน่วยแรงงาน ร่วมประชุมหัวหน้าส่วนและนายอำเภอ จังหวัดกาญจนบุรี,2016,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2016&action=edit,106
โฟกัสกรุ๊ปพื้นที่ยุทธศาสตร์ตะวันตก,2017,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2017&action=edit,107
"เปิดตัว 4 กิจกรรม ""พัฒนาทักษะฝีมือ"" ตามโครงการแก้ไขปัญหาความเดือดร้อนด้านอาชีพ ประจำปีงบประมาณ 2560",2103,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2103&action=edit,108
หัวหน้าหน่วยงานสังกัดกระทรวงแรงงานร่วมกิจกรรมในวันมาฆาบูชา,2104,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2104&action=edit,109
ออกกำลังทุกวันพุธ,2105,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2105&action=edit,110
"เปิด 4 กิจกรรม""พัฒนาทักษะฝีมือ""",2106,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2106&action=edit,111
สุขภาพดีเริ่มจากตัวเรา,2107,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2107&action=edit,112
ตรวจบูรณาการ ค้ามนุษย์,2108,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2108&action=edit,113
มอบเบี้ยเลี้ยงผู้รับการพัฒนาทักษะฝีมือ,2109,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2109&action=edit,114
วันมาฆบูชา,2110,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2110&action=edit,115
เปิดฝึก อบรม ประดิษฐดอกไม้จากกระดาษ ต.ปรังเผล อ.สังขละบุรี,2111,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2111&action=edit,116
ทักษะ อาชีพใหม่,2112,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2112&action=edit,117
พุธ ออกกำลัง,2113,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2113&action=edit,118
รายงานสถานการณ์แรงงานจังหวัดกาญจนบุรี ไตรมาส 3/2559,2347,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2347&action=edit,119
ทุกภาคส่วน ร่วมประชาพิจารณ์ แผนยุทธศาสตร์ด้านแรงงาน พ.ศ.2562-2564,2018,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2018&action=edit,120
แลกเปลี่ยน-เรียนรู้พัฒนาศักยภาพ,2019,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2019&action=edit,121
เทคนิคการกรีดยาง,2114,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2114&action=edit,122
ฝึก 10 เมนูอาหารยอดนิยมในต่างประเทศ,2115,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2115&action=edit,123
เปิดฝึก เทคนิคจัดดอกไม้ ชาวหนองขาว อ.ท่าม่วง,2116,http://kanchanaburi2.mol.go.th/wp-admin/post.php?post=2116&action=edit,124
